date,regime,regime_name,period_name
1997-08-28,2,BEAR,Asian Financial Crisis
1997-08-28,2,BEAR,Asian Financial Crisis
1997-08-28,2,BEAR,Asian Financial Crisis
1997-08-28,2,BEAR,Asian Financial Crisis
1997-08-28,2,BEAR,Asian Financial Crisis
1997-08-28,2,BEAR,Asian Financial Crisis
1997-08-28,2,BEAR,Asian Financial Crisis
1997-08-28,2,BEAR,Asian Financial Crisis
1997-08-29,2,BEAR,Asian Financial Crisis
1997-08-29,2,BEAR,Asian Financial Crisis
1997-08-29,2,BEAR,Asian Financial Crisis
1997-08-29,2,BEAR,Asian Financial Crisis
1997-08-29,2,BEAR,Asian Financial Crisis
1997-08-29,2,BEAR,Asian Financial Crisis
1997-08-29,2,BEAR,Asian Financial Crisis
1997-08-29,2,BEAR,Asian Financial Crisis
1997-09-02,1,SIDEWAYS,Asian Financial Crisis
1997-09-03,2,BEAR,Asian Financial Crisis
1997-09-03,2,BEAR,Asian Financial Crisis
1997-09-03,2,BEAR,Asian Financial Crisis
1997-09-03,2,BEAR,Asian Financial Crisis
1997-09-03,2,BEAR,Asian Financial Crisis
1997-09-03,2,BEAR,Asian Financial Crisis
1997-09-03,2,BEAR,Asian Financial Crisis
1997-09-03,2,BEAR,Asian Financial Crisis
1997-09-04,2,BEAR,Asian Financial Crisis
1997-09-04,2,BEAR,Asian Financial Crisis
1997-09-04,2,BEAR,Asian Financial Crisis
1997-09-04,2,BEAR,Asian Financial Crisis
1997-09-04,2,BEAR,Asian Financial Crisis
1997-09-04,2,BEAR,Asian Financial Crisis
1997-09-04,2,BEAR,Asian Financial Crisis
1997-09-04,2,BEAR,Asian Financial Crisis
1997-09-05,2,BEAR,Asian Financial Crisis
1997-09-08,1,SIDEWAYS,Asian Financial Crisis
1997-09-09,1,SIDEWAYS,Asian Financial Crisis
1997-09-10,1,SIDEWAYS,Asian Financial Crisis
1997-09-10,1,SIDEWAYS,Asian Financial Crisis
1997-09-10,1,SIDEWAYS,Asian Financial Crisis
1997-09-10,1,SIDEWAYS,Asian Financial Crisis
1997-09-10,1,SIDEWAYS,Asian Financial Crisis
1997-09-10,1,SIDEWAYS,Asian Financial Crisis
1997-09-10,1,SIDEWAYS,Asian Financial Crisis
1997-09-10,1,SIDEWAYS,Asian Financial Crisis
1997-09-11,1,SIDEWAYS,Asian Financial Crisis
1997-09-11,1,SIDEWAYS,Asian Financial Crisis
1997-09-11,1,SIDEWAYS,Asian Financial Crisis
1997-09-11,1,SIDEWAYS,Asian Financial Crisis
1997-09-11,1,SIDEWAYS,Asian Financial Crisis
1997-09-11,1,SIDEWAYS,Asian Financial Crisis
1997-09-11,1,SIDEWAYS,Asian Financial Crisis
1997-09-11,1,SIDEWAYS,Asian Financial Crisis
1997-09-12,1,SIDEWAYS,Asian Financial Crisis
1997-09-12,1,SIDEWAYS,Asian Financial Crisis
1997-09-12,1,SIDEWAYS,Asian Financial Crisis
1997-09-12,1,SIDEWAYS,Asian Financial Crisis
1997-09-12,1,SIDEWAYS,Asian Financial Crisis
1997-09-12,1,SIDEWAYS,Asian Financial Crisis
1997-09-12,1,SIDEWAYS,Asian Financial Crisis
1997-09-12,1,SIDEWAYS,Asian Financial Crisis
1997-09-15,1,SIDEWAYS,Asian Financial Crisis
1997-09-15,1,SIDEWAYS,Asian Financial Crisis
1997-09-15,1,SIDEWAYS,Asian Financial Crisis
1997-09-15,1,SIDEWAYS,Asian Financial Crisis
1997-09-15,1,SIDEWAYS,Asian Financial Crisis
1997-09-15,1,SIDEWAYS,Asian Financial Crisis
1997-09-15,1,SIDEWAYS,Asian Financial Crisis
1997-09-15,1,SIDEWAYS,Asian Financial Crisis
1997-09-16,1,SIDEWAYS,Asian Financial Crisis
1997-09-16,1,SIDEWAYS,Asian Financial Crisis
1997-09-16,1,SIDEWAYS,Asian Financial Crisis
1997-09-16,1,SIDEWAYS,Asian Financial Crisis
1997-09-16,1,SIDEWAYS,Asian Financial Crisis
1997-09-16,1,SIDEWAYS,Asian Financial Crisis
1997-09-16,1,SIDEWAYS,Asian Financial Crisis
1997-09-16,1,SIDEWAYS,Asian Financial Crisis
1997-09-17,1,SIDEWAYS,Asian Financial Crisis
1997-09-17,1,SIDEWAYS,Asian Financial Crisis
1997-09-17,1,SIDEWAYS,Asian Financial Crisis
1997-09-17,1,SIDEWAYS,Asian Financial Crisis
1997-09-17,1,SIDEWAYS,Asian Financial Crisis
1997-09-17,1,SIDEWAYS,Asian Financial Crisis
1997-09-17,1,SIDEWAYS,Asian Financial Crisis
1997-09-17,1,SIDEWAYS,Asian Financial Crisis
1997-09-18,1,SIDEWAYS,Asian Financial Crisis
1997-09-18,1,SIDEWAYS,Asian Financial Crisis
1997-09-18,1,SIDEWAYS,Asian Financial Crisis
1997-09-18,1,SIDEWAYS,Asian Financial Crisis
1997-09-18,1,SIDEWAYS,Asian Financial Crisis
1997-09-18,1,SIDEWAYS,Asian Financial Crisis
1997-09-18,1,SIDEWAYS,Asian Financial Crisis
1997-09-18,1,SIDEWAYS,Asian Financial Crisis
1997-09-19,1,SIDEWAYS,Asian Financial Crisis
1997-09-22,1,SIDEWAYS,Asian Financial Crisis
1997-09-23,1,SIDEWAYS,Asian Financial Crisis
1997-09-24,1,SIDEWAYS,Asian Financial Crisis
1997-09-24,1,SIDEWAYS,Asian Financial Crisis
1997-09-24,1,SIDEWAYS,Asian Financial Crisis
1997-09-24,1,SIDEWAYS,Asian Financial Crisis
1997-09-24,1,SIDEWAYS,Asian Financial Crisis
1997-09-24,1,SIDEWAYS,Asian Financial Crisis
1997-09-24,1,SIDEWAYS,Asian Financial Crisis
1997-09-24,1,SIDEWAYS,Asian Financial Crisis
1997-09-25,1,SIDEWAYS,Asian Financial Crisis
1997-09-25,1,SIDEWAYS,Asian Financial Crisis
1997-09-25,1,SIDEWAYS,Asian Financial Crisis
1997-09-25,1,SIDEWAYS,Asian Financial Crisis
1997-09-25,1,SIDEWAYS,Asian Financial Crisis
1997-09-25,1,SIDEWAYS,Asian Financial Crisis
1997-09-25,1,SIDEWAYS,Asian Financial Crisis
1997-09-25,1,SIDEWAYS,Asian Financial Crisis
1997-09-26,1,SIDEWAYS,Asian Financial Crisis
1997-09-26,1,SIDEWAYS,Asian Financial Crisis
1997-09-26,1,SIDEWAYS,Asian Financial Crisis
1997-09-26,1,SIDEWAYS,Asian Financial Crisis
1997-09-26,1,SIDEWAYS,Asian Financial Crisis
1997-09-26,1,SIDEWAYS,Asian Financial Crisis
1997-09-26,1,SIDEWAYS,Asian Financial Crisis
1997-09-26,1,SIDEWAYS,Asian Financial Crisis
1997-09-29,1,SIDEWAYS,Asian Financial Crisis
1997-09-29,1,SIDEWAYS,Asian Financial Crisis
1997-09-29,1,SIDEWAYS,Asian Financial Crisis
1997-09-29,1,SIDEWAYS,Asian Financial Crisis
1997-09-29,1,SIDEWAYS,Asian Financial Crisis
1997-09-29,1,SIDEWAYS,Asian Financial Crisis
1997-09-29,1,SIDEWAYS,Asian Financial Crisis
1997-09-29,1,SIDEWAYS,Asian Financial Crisis
1997-09-30,1,SIDEWAYS,Asian Financial Crisis
1997-09-30,1,SIDEWAYS,Asian Financial Crisis
1997-09-30,1,SIDEWAYS,Asian Financial Crisis
1997-09-30,1,SIDEWAYS,Asian Financial Crisis
1997-09-30,1,SIDEWAYS,Asian Financial Crisis
1997-09-30,1,SIDEWAYS,Asian Financial Crisis
1997-09-30,1,SIDEWAYS,Asian Financial Crisis
1997-09-30,1,SIDEWAYS,Asian Financial Crisis
1997-10-01,1,SIDEWAYS,Asian Financial Crisis
1997-10-01,1,SIDEWAYS,Asian Financial Crisis
1997-10-01,1,SIDEWAYS,Asian Financial Crisis
1997-10-01,1,SIDEWAYS,Asian Financial Crisis
1997-10-01,1,SIDEWAYS,Asian Financial Crisis
1997-10-01,1,SIDEWAYS,Asian Financial Crisis
1997-10-01,1,SIDEWAYS,Asian Financial Crisis
1997-10-01,1,SIDEWAYS,Asian Financial Crisis
1997-10-02,1,SIDEWAYS,Asian Financial Crisis
1997-10-02,1,SIDEWAYS,Asian Financial Crisis
1997-10-02,1,SIDEWAYS,Asian Financial Crisis
1997-10-02,1,SIDEWAYS,Asian Financial Crisis
1997-10-02,1,SIDEWAYS,Asian Financial Crisis
1997-10-02,1,SIDEWAYS,Asian Financial Crisis
1997-10-02,1,SIDEWAYS,Asian Financial Crisis
1997-10-02,1,SIDEWAYS,Asian Financial Crisis
1997-10-03,0,BULL,Asian Financial Crisis
1997-10-03,0,BULL,Asian Financial Crisis
1997-10-03,0,BULL,Asian Financial Crisis
1997-10-03,0,BULL,Asian Financial Crisis
1997-10-03,0,BULL,Asian Financial Crisis
1997-10-03,0,BULL,Asian Financial Crisis
1997-10-03,0,BULL,Asian Financial Crisis
1997-10-03,0,BULL,Asian Financial Crisis
1997-10-06,0,BULL,Asian Financial Crisis
1997-10-07,0,BULL,Asian Financial Crisis
1997-10-08,0,BULL,Asian Financial Crisis
1997-10-09,1,SIDEWAYS,Asian Financial Crisis
1997-10-10,0,BULL,Asian Financial Crisis
1997-10-13,0,BULL,Asian Financial Crisis
1997-10-14,0,BULL,Asian Financial Crisis
1997-10-15,0,BULL,Asian Financial Crisis
1997-10-16,1,SIDEWAYS,Asian Financial Crisis
1997-10-16,1,SIDEWAYS,Asian Financial Crisis
1997-10-16,1,SIDEWAYS,Asian Financial Crisis
1997-10-16,1,SIDEWAYS,Asian Financial Crisis
1997-10-16,1,SIDEWAYS,Asian Financial Crisis
1997-10-16,1,SIDEWAYS,Asian Financial Crisis
1997-10-16,1,SIDEWAYS,Asian Financial Crisis
1997-10-16,1,SIDEWAYS,Asian Financial Crisis
1997-10-17,1,SIDEWAYS,Asian Financial Crisis
1997-10-17,1,SIDEWAYS,Asian Financial Crisis
1997-10-17,1,SIDEWAYS,Asian Financial Crisis
1997-10-17,1,SIDEWAYS,Asian Financial Crisis
1997-10-17,1,SIDEWAYS,Asian Financial Crisis
1997-10-17,1,SIDEWAYS,Asian Financial Crisis
1997-10-17,1,SIDEWAYS,Asian Financial Crisis
1997-10-17,1,SIDEWAYS,Asian Financial Crisis
1997-10-20,1,SIDEWAYS,Asian Financial Crisis
1997-10-21,0,BULL,Asian Financial Crisis
1997-10-22,0,BULL,Asian Financial Crisis
1997-10-23,1,SIDEWAYS,Asian Financial Crisis
1997-10-24,1,SIDEWAYS,Asian Financial Crisis
1997-10-27,2,BEAR,Asian Financial Crisis
1997-10-27,2,BEAR,Asian Financial Crisis
1997-10-27,2,BEAR,Asian Financial Crisis
1997-10-27,2,BEAR,Asian Financial Crisis
1997-10-27,2,BEAR,Asian Financial Crisis
1997-10-27,2,BEAR,Asian Financial Crisis
1997-10-27,2,BEAR,Asian Financial Crisis
1997-10-27,2,BEAR,Asian Financial Crisis
2000-03-10,0,BULL,Dot-com Crash
2000-03-13,1,SIDEWAYS,Dot-com Crash
2000-03-13,1,SIDEWAYS,Dot-com Crash
2000-03-13,1,SIDEWAYS,Dot-com Crash
2000-03-13,1,SIDEWAYS,Dot-com Crash
2000-03-13,1,SIDEWAYS,Dot-com Crash
2000-03-13,1,SIDEWAYS,Dot-com Crash
2000-03-13,1,SIDEWAYS,Dot-com Crash
2000-03-13,1,SIDEWAYS,Dot-com Crash
2000-03-14,1,SIDEWAYS,Dot-com Crash
2000-03-14,1,SIDEWAYS,Dot-com Crash
2000-03-14,1,SIDEWAYS,Dot-com Crash
2000-03-14,1,SIDEWAYS,Dot-com Crash
2000-03-14,1,SIDEWAYS,Dot-com Crash
2000-03-14,1,SIDEWAYS,Dot-com Crash
2000-03-14,1,SIDEWAYS,Dot-com Crash
2000-03-14,1,SIDEWAYS,Dot-com Crash
2000-03-15,1,SIDEWAYS,Dot-com Crash
2000-03-15,1,SIDEWAYS,Dot-com Crash
2000-03-15,1,SIDEWAYS,Dot-com Crash
2000-03-15,1,SIDEWAYS,Dot-com Crash
2000-03-15,1,SIDEWAYS,Dot-com Crash
2000-03-15,1,SIDEWAYS,Dot-com Crash
2000-03-15,1,SIDEWAYS,Dot-com Crash
2000-03-15,1,SIDEWAYS,Dot-com Crash
2000-03-16,0,BULL,Dot-com Crash
2000-03-16,0,BULL,Dot-com Crash
2000-03-16,0,BULL,Dot-com Crash
2000-03-16,0,BULL,Dot-com Crash
2000-03-16,0,BULL,Dot-com Crash
2000-03-16,0,BULL,Dot-com Crash
2000-03-16,0,BULL,Dot-com Crash
2000-03-16,0,BULL,Dot-com Crash
2000-03-17,1,SIDEWAYS,Dot-com Crash
2000-03-17,1,SIDEWAYS,Dot-com Crash
2000-03-17,1,SIDEWAYS,Dot-com Crash
2000-03-17,1,SIDEWAYS,Dot-com Crash
2000-03-17,1,SIDEWAYS,Dot-com Crash
2000-03-17,1,SIDEWAYS,Dot-com Crash
2000-03-17,1,SIDEWAYS,Dot-com Crash
2000-03-17,1,SIDEWAYS,Dot-com Crash
2000-03-20,1,SIDEWAYS,Dot-com Crash
2000-03-20,1,SIDEWAYS,Dot-com Crash
2000-03-20,1,SIDEWAYS,Dot-com Crash
2000-03-20,1,SIDEWAYS,Dot-com Crash
2000-03-20,1,SIDEWAYS,Dot-com Crash
2000-03-20,1,SIDEWAYS,Dot-com Crash
2000-03-20,1,SIDEWAYS,Dot-com Crash
2000-03-20,1,SIDEWAYS,Dot-com Crash
2000-03-21,0,BULL,Dot-com Crash
2000-03-21,0,BULL,Dot-com Crash
2000-03-21,0,BULL,Dot-com Crash
2000-03-21,0,BULL,Dot-com Crash
2000-03-21,0,BULL,Dot-com Crash
2000-03-21,0,BULL,Dot-com Crash
2000-03-21,0,BULL,Dot-com Crash
2000-03-21,0,BULL,Dot-com Crash
2000-03-22,0,BULL,Dot-com Crash
2000-03-22,0,BULL,Dot-com Crash
2000-03-22,0,BULL,Dot-com Crash
2000-03-22,0,BULL,Dot-com Crash
2000-03-22,0,BULL,Dot-com Crash
2000-03-22,0,BULL,Dot-com Crash
2000-03-22,0,BULL,Dot-com Crash
2000-03-22,0,BULL,Dot-com Crash
2000-03-23,1,SIDEWAYS,Dot-com Crash
2000-03-24,1,SIDEWAYS,Dot-com Crash
2000-03-27,1,SIDEWAYS,Dot-com Crash
2000-03-28,1,SIDEWAYS,Dot-com Crash
2000-03-29,1,SIDEWAYS,Dot-com Crash
2000-03-29,1,SIDEWAYS,Dot-com Crash
2000-03-29,1,SIDEWAYS,Dot-com Crash
2000-03-29,1,SIDEWAYS,Dot-com Crash
2000-03-29,1,SIDEWAYS,Dot-com Crash
2000-03-29,1,SIDEWAYS,Dot-com Crash
2000-03-29,1,SIDEWAYS,Dot-com Crash
2000-03-29,1,SIDEWAYS,Dot-com Crash
2000-03-30,1,SIDEWAYS,Dot-com Crash
2000-03-30,1,SIDEWAYS,Dot-com Crash
2000-03-30,1,SIDEWAYS,Dot-com Crash
2000-03-30,1,SIDEWAYS,Dot-com Crash
2000-03-30,1,SIDEWAYS,Dot-com Crash
2000-03-30,1,SIDEWAYS,Dot-com Crash
2000-03-30,1,SIDEWAYS,Dot-com Crash
2000-03-30,1,SIDEWAYS,Dot-com Crash
2000-03-31,1,SIDEWAYS,Dot-com Crash
2000-04-03,1,SIDEWAYS,Dot-com Crash
2000-04-03,1,SIDEWAYS,Dot-com Crash
2000-04-03,1,SIDEWAYS,Dot-com Crash
2000-04-03,1,SIDEWAYS,Dot-com Crash
2000-04-03,1,SIDEWAYS,Dot-com Crash
2000-04-03,1,SIDEWAYS,Dot-com Crash
2000-04-03,1,SIDEWAYS,Dot-com Crash
2000-04-03,1,SIDEWAYS,Dot-com Crash
2000-04-04,1,SIDEWAYS,Dot-com Crash
2000-04-04,1,SIDEWAYS,Dot-com Crash
2000-04-04,1,SIDEWAYS,Dot-com Crash
2000-04-04,1,SIDEWAYS,Dot-com Crash
2000-04-04,1,SIDEWAYS,Dot-com Crash
2000-04-04,1,SIDEWAYS,Dot-com Crash
2000-04-04,1,SIDEWAYS,Dot-com Crash
2000-04-04,1,SIDEWAYS,Dot-com Crash
2000-04-05,1,SIDEWAYS,Dot-com Crash
2000-04-05,1,SIDEWAYS,Dot-com Crash
2000-04-05,1,SIDEWAYS,Dot-com Crash
2000-04-05,1,SIDEWAYS,Dot-com Crash
2000-04-05,1,SIDEWAYS,Dot-com Crash
2000-04-05,1,SIDEWAYS,Dot-com Crash
2000-04-05,1,SIDEWAYS,Dot-com Crash
2000-04-05,1,SIDEWAYS,Dot-com Crash
2000-04-06,1,SIDEWAYS,Dot-com Crash
2000-04-07,1,SIDEWAYS,Dot-com Crash
2000-04-10,1,SIDEWAYS,Dot-com Crash
2000-04-11,1,SIDEWAYS,Dot-com Crash
2000-04-12,1,SIDEWAYS,Dot-com Crash
2000-04-13,1,SIDEWAYS,Dot-com Crash
2000-04-13,1,SIDEWAYS,Dot-com Crash
2000-04-13,1,SIDEWAYS,Dot-com Crash
2000-04-13,1,SIDEWAYS,Dot-com Crash
2000-04-13,1,SIDEWAYS,Dot-com Crash
2000-04-13,1,SIDEWAYS,Dot-com Crash
2000-04-14,2,BEAR,Dot-com Crash
2000-04-14,2,BEAR,Dot-com Crash
2000-04-14,2,BEAR,Dot-com Crash
2000-04-14,2,BEAR,Dot-com Crash
2000-04-14,2,BEAR,Dot-com Crash
2000-04-14,2,BEAR,Dot-com Crash
2000-04-14,2,BEAR,Dot-com Crash
2000-04-14,2,BEAR,Dot-com Crash
2000-04-17,2,BEAR,Dot-com Crash
2000-04-17,2,BEAR,Dot-com Crash
2000-04-17,2,BEAR,Dot-com Crash
2000-04-17,2,BEAR,Dot-com Crash
2000-04-17,2,BEAR,Dot-com Crash
2000-04-17,2,BEAR,Dot-com Crash
2000-04-17,2,BEAR,Dot-com Crash
2000-04-17,2,BEAR,Dot-com Crash
2000-04-18,2,BEAR,Dot-com Crash
2000-04-19,2,BEAR,Dot-com Crash
2000-04-20,2,BEAR,Dot-com Crash
2000-04-20,2,BEAR,Dot-com Crash
2000-04-20,2,BEAR,Dot-com Crash
2000-04-20,2,BEAR,Dot-com Crash
2000-04-20,2,BEAR,Dot-com Crash
2000-04-20,2,BEAR,Dot-com Crash
2000-04-20,2,BEAR,Dot-com Crash
2000-04-20,2,BEAR,Dot-com Crash
2000-04-24,2,BEAR,Dot-com Crash
2000-04-24,2,BEAR,Dot-com Crash
2000-04-24,2,BEAR,Dot-com Crash
2000-04-24,2,BEAR,Dot-com Crash
2000-04-24,2,BEAR,Dot-com Crash
2000-04-24,2,BEAR,Dot-com Crash
2000-04-24,2,BEAR,Dot-com Crash
2000-04-24,2,BEAR,Dot-com Crash
2000-04-25,2,BEAR,Dot-com Crash
2000-04-26,2,BEAR,Dot-com Crash
2000-04-26,2,BEAR,Dot-com Crash
2000-04-26,2,BEAR,Dot-com Crash
2000-04-26,2,BEAR,Dot-com Crash
